"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"15.05.2026","55,06","55,59","56,22","53,37","13,33K","-6,54%"
"14.05.2026","58,91","57,27","59,10","55,94","60,15K","8,09%"
"13.05.2026","54,50","54,59","55,78","52,54","32,02K","8,26%"
"12.05.2026","50,34","53,24","53,69","50,36","12,33K","-8,71%"
"11.05.2026","55,14","54,39","55,30","53,59","26,41K","3,39%"
"08.05.2026","53,33","50,30","53,29","50,25","44,24K","5,69%"
"07.05.2026","50,46","49,48","51,00","49,10","44,59K","4,56%"
"06.05.2026","48,26","46,49","48,50","46,35","45,56K","7,50%"
"05.05.2026","44,90","44,03","44,95","43,08","42,52K","6,41%"
"04.05.2026","42,19","42,16","43,69","41,44","34,98K","6,80%"
"30.04.2026","39,51","38,87","40,62","38,14","15,03K","2,04%"
"29.04.2026","38,72","38,63","38,74","37,99","15,20K","4,76%"
"28.04.2026","36,96","39,07","39,13","36,90","12,68K","-5,28%"
"27.04.2026","39,01","39,59","40,04","38,97","21,51K","-0,33%"
"24.04.2026","39,15","37,99","39,27","37,99","29,81K","3,60%"
"23.04.2026","37,78","36,65","37,87","36,56","27,50K","2,51%"
"22.04.2026","36,86","35,74","36,90","35,50","45,97K","4,94%"
"21.04.2026","35,13","35,56","36,17","34,42","13,74K","1,01%"
"20.04.2026","34,78","34,77","36,13","34,00","10,07K","-2,47%"
"17.04.2026","35,65","33,81","35,71","33,38","35,14K","6,91%"
"16.04.2026","33,35","33,29","33,54","32,37","10,60K","5,39%"
"15.04.2026","31,65","30,42","31,63","30,41","63,69K","6,62%"
"14.04.2026","29,68","28,41","29,68","28,41","38,85K","9,68%"
"13.04.2026","27,06","26,07","27,09","25,88","8,65K","-0,37%"
"10.04.2026","27,16","26,67","27,37","26,67","15,22K","5,46%"
"09.04.2026","25,75","25,65","25,65","25,41","0,66K","0,90%"
"08.04.2026","25,52","26,24","26,68","25,12","36,41K","19,28%"
"07.04.2026","21,40","22,82","23,00","20,90","51,28K","-2,71%"
"02.04.2026","22,00","20,44","22,05","19,81","30,93K","-0,95%"
"01.04.2026","22,20","21,73","22,26","21,43","19,06K","15,03%"
"31.03.2026","19,30","18,56","19,53","18,56","8,34K","2,45%"
"30.03.2026","18,84","18,98","19,35","18,68","27,68K","-2,76%"
"27.03.2026","19,38","21,00","21,00","19,43","23,45K","-10,71%"
"26.03.2026","21,70","22,41","22,76","21,78","10,36K","-7,99%"
"25.03.2026","23,58","23,75","24,08","23,33","1,06K","1,68%"
"24.03.2026","23,19","23,88","23,88","22,58","22,17K","0,43%"
"23.03.2026","23,09","21,18","24,75","21,17","42,58K","-0,77%"
"20.03.2026","23,27","24,85","24,85","22,98","0,27K","-3,60%"
"19.03.2026","24,15","24,82","25,06","23,99","8,26K","-8,40%"
"18.03.2026","26,36","27,91","27,94","26,08","14,46K","-2,28%"
"17.03.2026","26,98","25,77","27,50","25,69","12,63K","2,82%"
"16.03.2026","26,24","25,44","26,69","25,13","13,32K","3,43%"
"13.03.2026","25,36","25,27","26,56","25,21","23,48K","-4,19%"
"12.03.2026","26,48","27,55","27,58","25,90","24,39K","-5,11%"
"11.03.2026","27,90","28,19","28,90","27,63","33,63K","-2,80%"
"10.03.2026","28,70","28,42","28,85","27,42","38,03K","8,55%"
"09.03.2026","26,44","24,33","26,64","24,15","17,97K","-3,29%"
"06.03.2026","27,34","28,80","28,83","26,24","15,90K","-2,86%"
"05.03.2026","28,15","28,30","29,69","28,00","18,17K","-2,05%"
"04.03.2026","28,74","26,32","28,95","26,27","24,37K","9,72%"
"03.03.2026","26,19","26,40","26,47","25,00","34,85K","-4,48%"
"02.03.2026","27,42","25,45","27,60","25,26","8,02K","-0,90%"
"27.02.2026","27,67","28,34","28,34","26,91","15,72K","-1,95%"
"26.02.2026","28,23","29,95","30,19","27,15","2,58K","-4,82%"
"25.02.2026","29,66","28,33","30,00","28,28","19,66K","5,59%"
"24.02.2026","28,08","27,05","28,02","26,50","10,00K","4,87%"
"23.02.2026","26,78","27,60","28,00","26,50","3,31K","-4,41%"
"20.02.2026","28,01","27,84","27,84","27,21","3,78K","2,00%"
"19.02.2026","27,47","28,24","28,31","26,99","27,01K","-3,90%"
"18.02.2026","28,58","27,45","28,56","27,00","2,48K","7,56%"
"17.02.2026","26,57","26,48","26,48","26,48","0,25K","0,25%"
"16.02.2026","26,50","27,42","27,42","26,33","0,10K","-2,64%"
"13.02.2026","27,23","26,70","27,48","26,00","11,66K","-0,06%"
"12.02.2026","27,24","30,15","30,30","27,00","13,44K","-6,89%"
"11.02.2026","29,25","29,43","30,73","28,91","18,20K","-2,65%"
"10.02.2026","30,05","30,08","30,25","30,00","0,36K","-0,25%"
"09.02.2026","30,13","29,37","29,89","28,30","15,39K","6,02%"
"06.02.2026","28,42","25,84","28,40","25,75","23,07K","4,20%"
"05.02.2026","27,27","28,85","28,86","25,99","108,89K","-5,77%"
"04.02.2026","28,94","31,39","31,39","28,94","26,98K","-8,24%"
"03.02.2026","31,54","34,87","35,00","31,50","11,90K","-7,74%"
"02.02.2026","34,19","30,63","34,20","30,63","3,92K","2,37%"
"30.01.2026","33,40","32,69","33,85","32,69","1,91K","2,82%"
"29.01.2026","32,48","36,00","36,00","31,50","11,45K","-9,45%"
"28.01.2026","35,87","36,56","36,60","35,87","0,75K","2,14%"
"27.01.2026","35,12","34,83","35,23","34,72","2,06K","2,77%"
"26.01.2026","34,17","33,15","34,20","32,56","3,88K","1,15%"
"23.01.2026","33,78","32,65","34,01","32,65","0,20K","2,12%"
"22.01.2026","33,08","32,89","33,53","32,76","1,99K","3,89%"
"21.01.2026","31,84","29,89","31,97","29,30","21,26K","0,57%"
"20.01.2026","31,67","30,50","31,50","29,75","0,36K","0,52%"
"19.01.2026","31,50","31,64","31,80","30,85","12,02K","-7,49%"
"16.01.2026","34,05","34,72","34,72","33,81","6,40K","-3,45%"
"15.01.2026","35,26","33,67","35,40","33,67","2,68K","6,99%"
"14.01.2026","32,96","34,35","34,47","32,40","10,65K","-6,35%"
"13.01.2026","35,19","35,53","35,80","34,33","0,47K","0,20%"
"12.01.2026","35,13","34,28","34,28","33,49","0,30K","0,39%"
"09.01.2026","34,99","33,63","35,05","33,63","0,91K","4,78%"
"08.01.2026","33,40","33,46","33,46","33,46","0,00K","-4,83%"
"07.01.2026","35,09","34,10","34,80","34,10","1,33K","4,06%"
"06.01.2026","33,72","33,50","33,50","33,50","0,10K","0,43%"
"05.01.2026","33,58","32,98","32,98","32,98","0,01K","5,76%"
"02.01.2026","31,75","34,00","34,00","31,72","0,58K","-7,10%"
"30.12.2025","34,17","33,32","33,80","33,32","1,62K","1,52%"
"29.12.2025","33,66","33,63","33,97","33,62","0,27K","-1,16%"
"23.12.2025","34,06","33,65","34,38","33,04","0,84K","1,20%"
"22.12.2025","33,65","33,49","34,10","33,49","1,36K","2,97%"
"19.12.2025","32,68","31,58","32,81","31,27","5,44K","2,64%"
"18.12.2025","31,84","29,90","32,21","29,90","8,30K","5,38%"
"17.12.2025","30,22","32,58","33,03","29,92","1,51K","-2,95%"
"16.12.2025","31,14","31,23","31,32","30,56","7,79K","-5,18%"
"15.12.2025","32,83","32,90","33,79","32,90","4,08K","0,27%"
"12.12.2025","32,74","35,88","35,88","32,19","2,49K","-4,63%"
"11.12.2025","34,33","34,85","35,67","34,35","7,06K","-4,53%"
"10.12.2025","35,97","36,13","36,13","35,33","0,19K","-0,87%"
"09.12.2025","36,28","36,04","36,35","35,56","1,28K","0,48%"
"08.12.2025","36,10","36,62","36,62","36,13","0,15K","-0,84%"
"05.12.2025","36,41","36,62","37,42","36,09","2,98K","2,45%"
"04.12.2025","35,54","35,83","36,50","35,38","2,17K","0,37%"
"03.12.2025","35,41","35,00","35,51","34,25","0,48K","1,59%"
"02.12.2025","34,85","34,08","36,19","34,08","2,67K","1,81%"
"01.12.2025","34,24","33,45","34,14","33,05","3,74K","-0,74%"
"28.11.2025","34,49","34,72","34,72","34,52","0,22K","1,83%"
"27.11.2025","33,87","33,97","33,97","33,81","0,80K","-0,41%"
"26.11.2025","34,01","33,46","34,00","33,15","0,74K","9,41%"
"25.11.2025","31,08","31,65","31,65","30,13","0,94K","-0,59%"
"24.11.2025","31,27","29,37","31,35","28,62","6,76K","14,02%"
"21.11.2025","27,42","27,33","27,76","25,92","15,89K","-13,38%"
"20.11.2025","31,66","33,79","34,30","31,66","3,11K","3,08%"
"19.11.2025","30,72","30,00","32,10","29,79","3,41K","1,92%"
"18.11.2025","30,14","31,23","31,23","28,63","3,53K","-8,25%"
"17.11.2025","32,85","34,60","34,60","32,21","1,45K","-3,44%"
"14.11.2025","34,01","32,32","33,58","30,03","3,48K","0,41%"
"13.11.2025","33,88","37,22","37,24","33,94","6,99K","-7,47%"
"12.11.2025","36,61","37,87","38,28","36,50","4,97K","1,62%"
"11.11.2025","36,03","37,25","37,25","36,11","0,78K","-0,40%"
"10.11.2025","36,17","35,95","37,26","35,95","3,58K","15,03%"
"07.11.2025","31,44","35,12","35,12","32,63","3,81K","-10,48%"
"06.11.2025","35,13","38,65","38,65","35,00","0,43K","-8,92%"
"05.11.2025","38,56","36,60","38,41","36,60","0,03K","-1,05%"
"04.11.2025","38,97","38,49","39,67","38,09","1,31K","-4,40%"
"03.11.2025","40,77","41,06","42,51","40,79","4,90K","0,33%"
"31.10.2025","40,63","42,36","42,85","40,80","0,68K","-0,94%"
"30.10.2025","41,02","42,01","42,01","40,56","0,95K","-2,73%"
"29.10.2025","42,17","42,65","42,76","41,88","4,13K","3,14%"
"28.10.2025","40,88","39,76","40,60","39,74","2,66K","3,32%"
"27.10.2025","39,57","38,81","39,65","38,71","4,55K","7,44%"
"24.10.2025","36,83","35,60","37,03","35,58","6,91K","6,61%"
"23.10.2025","34,54","33,56","34,58","33,03","3,33K","2,94%"
"22.10.2025","33,56","33,56","33,56","33,56","","-4,83%"
"21.10.2025","35,26","35,22","35,46","34,85","0,81K","-0,51%"
"20.10.2025","35,44","34,06","35,50","33,85","5,19K","12,03%"
"17.10.2025","31,64","30,33","31,85","29,62","8,79K","-5,64%"
"16.10.2025","33,53","33,68","34,51","33,53","1,64K","-0,67%"
"15.10.2025","33,76","32,81","34,15","32,70","0,38K","6,89%"
"14.10.2025","31,58","31,47","31,59","30,00","7,35K","-3,73%"
"13.10.2025","32,81","32,46","32,94","31,98","5,82K","1,56%"
"10.10.2025","32,30","36,74","36,74","32,30","2,00K","-9,89%"
"09.10.2025","35,85","36,44","36,44","35,95","1,53K","0,22%"
"08.10.2025","35,76","34,50","35,48","34,50","3,91K","3,56%"
"07.10.2025","34,53","35,87","35,87","35,76","0,09K","-1,34%"
"06.10.2025","35,01","35,08","35,10","34,97","1,57K","0,52%"
"03.10.2025","34,83","35,24","35,24","34,94","0,52K","1,58%"
"02.10.2025","34,28","34,44","35,06","34,12","1,31K","3,25%"
"01.10.2025","33,21","32,08","33,14","32,08","0,60K","2,20%"
"30.09.2025","32,49","32,65","32,65","32,24","0,84K","-1,50%"
"29.09.2025","32,99","33,21","33,66","33,15","1,56K","4,30%"
"26.09.2025","31,63","31,90","32,17","31,18","3,03K","0,64%"
"25.09.2025","31,42","32,06","32,20","30,50","8,08K","-3,65%"
"24.09.2025","32,62","33,19","33,30","32,60","1,96K","-2,66%"
"23.09.2025","33,51","33,77","33,93","33,42","1,85K","0,63%"
"22.09.2025","33,29","32,48","33,38","32,40","3,90K","3,37%"
"19.09.2025","32,21","31,83","32,58","31,83","0,95K","-0,53%"
"18.09.2025","32,38","31,53","32,47","31,15","4,44K","8,38%"
"17.09.2025","29,88","30,44","30,66","29,92","0,26K","-2,35%"
"16.09.2025","30,59","31,31","31,38","30,83","0,40K","-0,24%"
"15.09.2025","30,67","30,08","30,75","29,88","0,86K","3,01%"
"12.09.2025","29,77","29,29","29,85","29,29","0,84K","1,16%"
"11.09.2025","29,43","28,76","29,16","28,76","2,22K","1,83%"
"10.09.2025","28,91","28,94","28,94","28,76","0,59K","3,42%"
"09.09.2025","27,95","28,28","28,28","28,20","0,57K","-1,62%"
"08.09.2025","28,41","27,75","28,31","27,67","4,05K","5,11%"
"05.09.2025","27,03","27,94","28,52","26,59","8,60K","1,07%"
"04.09.2025","26,75","26,40","26,68","26,40","0,55K","2,73%"
"03.09.2025","26,03","25,52","26,57","25,52","3,49K","7,10%"
"02.09.2025","24,31","25,64","25,64","24,24","4,55K","-7,95%"
"01.09.2025","26,41","26,10","26,40","26,10","1,50K","-0,19%"
"29.08.2025","26,46","27,90","27,90","26,09","5,55K","-4,17%"
"28.08.2025","27,61","27,27","27,90","27,27","0,93K","1,34%"
"27.08.2025","27,25","27,21","27,36","27,21","2,08K","2,00%"
"26.08.2025","26,71","26,57","26,67","26,57","1,05K","-1,48%"
"25.08.2025","27,11","26,63","26,63","26,38","3,00K","-0,64%"
"22.08.2025","27,28","25,42","27,28","25,42","9,59K","7,34%"
"21.08.2025","25,42","26,25","26,25","24,95","1,45K","1,05%"
"20.08.2025","25,16","26,24","26,26","24,20","4,09K","-7,40%"
"19.08.2025","27,17","28,31","28,33","26,75","3,49K","-3,70%"
"18.08.2025","28,21","28,44","28,44","28,44","0,01K","-3,03%"
"14.08.2025","29,09","28,68","29,56","28,66","2,86K","-0,19%"
"13.08.2025","29,15","29,63","29,93","29,37","1,81K","1,41%"
"12.08.2025","28,74","27,83","28,83","27,83","2,26K","1,50%"
"11.08.2025","28,32","28,16","28,48","28,16","0,34K","1,93%"
"08.08.2025","27,78","27,38","27,92","27,38","0,78K","2,98%"
"07.08.2025","26,98","27,01","27,58","27,01","2,39K","3,95%"
"06.08.2025","25,95","25,91","25,91","25,91","0,10K","2,89%"
"05.08.2025","25,22","26,41","26,50","25,16","2,43K","-1,31%"
"04.08.2025","25,56","24,72","25,70","24,70","7,42K","5,84%"
"01.08.2025","24,15","25,84","25,84","24,90","2,77K","-13,40%"
"31.07.2025","27,88","29,41","29,59","27,80","6,14K","1,31%"
"30.07.2025","27,52","27,57","27,75","27,57","0,50K","1,21%"
"29.07.2025","27,19","27,77","27,97","27,59","0,35K","0,26%"
"28.07.2025","27,12","27,31","27,31","27,10","4,06K","1,97%"
"25.07.2025","26,59","26,19","26,60","26,19","4,83K","1,57%"
"24.07.2025","26,18","26,08","26,35","26,08","3,64K","3,09%"
"23.07.2025","25,40","25,60","25,60","25,33","4,18K","0,12%"
"22.07.2025","25,37","25,35","25,35","25,35","0,20K","-4,08%"
"21.07.2025","26,45","25,83","26,69","25,76","0,66K","3,18%"
"18.07.2025","25,64","26,00","26,00","25,60","2,23K","-0,68%"
"17.07.2025","25,81","25,82","25,82","25,76","0,66K","6,32%"
"16.07.2025","24,27","24,56","24,94","23,99","2,01K","-4,52%"
"15.07.2025","25,42","25,25","25,50","25,25","10,06K","3,97%"
"14.07.2025","24,45","23,55","24,22","23,55","0,44K","1,37%"
"11.07.2025","24,13","23,92","23,92","23,84","0,15K","-1,13%"
"10.07.2025","24,40","24,25","24,25","24,17","0,53K","0,60%"
"09.07.2025","24,25","24,12","24,88","24,04","10,09K","2,34%"
"08.07.2025","23,70","23,90","24,05","23,80","4,54K","-0,86%"
"07.07.2025","23,91","23,92","23,92","23,88","0,01K","0,27%"
"04.07.2025","23,84","24,17","24,17","23,70","1,75K","-3,34%"
"03.07.2025","24,67","23,56","24,69","23,56","6,75K","5,74%"
"02.07.2025","23,33","22,90","23,30","22,40","8,66K","2,66%"
"01.07.2025","22,72","23,51","23,51","22,43","11,71K","-3,01%"
"30.06.2025","23,42","23,69","23,87","23,44","4,97K","0,30%"
"27.06.2025","23,35","23,15","23,46","22,99","7,48K","4,75%"
"26.06.2025","22,30","22,33","22,50","21,80","7,83K","1,66%"
"25.06.2025","21,93","21,70","22,38","21,70","4,37K","2,19%"
"24.06.2025","21,46","21,51","21,52","21,16","7,44K","8,82%"
"23.06.2025","19,72","19,32","19,70","19,32","1,64K","1,63%"
"20.06.2025","19,40","19,72","20,40","19,61","2,20K","2,79%"
"19.06.2025","18,88","19,50","19,50","18,70","3,78K","-6,89%"
"18.06.2025","20,27","19,93","20,48","19,89","1,40K","-0,69%"
"17.06.2025","20,42","20,02","20,39","20,00","5,30K","-1,69%"
"16.06.2025","20,76","19,89","20,85","19,83","3,55K","3,03%"
"13.06.2025","20,16","19,30","20,13","19,18","18,65K","-2,77%"
"12.06.2025","20,73","20,58","21,00","19,98","2,90K","-2,70%"
"11.06.2025","21,31","21,05","21,68","20,93","6,64K","2,92%"
"10.06.2025","20,70","20,67","20,69","20,50","1,48K","0,78%"
"09.06.2025","20,54","20,30","20,84","20,27","1,18K","0,37%"
"06.06.2025","20,47","19,85","20,73","19,78","3,94K","-2,66%"
"05.06.2025","21,02","20,59","21,01","19,98","10,28K","3,60%"
"04.06.2025","20,30","20,06","20,44","19,90","3,91K","1,68%"
"03.06.2025","19,96","18,95","20,01","18,90","6,45K","7,85%"
"02.06.2025","18,51","18,04","18,58","17,51","8,50K","-0,87%"
"30.05.2025","18,67","18,57","18,83","18,20","2,24K","-3,12%"
"29.05.2025","19,27","20,53","20,98","19,04","14,87K","0,85%"
"28.05.2025","19,11","18,95","19,37","18,95","4,77K","1,51%"
"27.05.2025","18,83","18,30","18,80","18,10","10,91K","3,42%"
"26.05.2025","18,20","18,20","18,36","18,10","8,16K","6,47%"
"23.05.2025","17,10","17,98","18,14","16,20","17,54K","-6,19%"
"22.05.2025","18,23","18,20","18,71","18,02","7,04K","-6,77%"
"21.05.2025","19,55","18,58","19,60","18,58","3,96K","1,63%"
"20.05.2025","19,24","19,33","19,42","19,16","1,10K","0,44%"
"19.05.2025","19,15","18,29","19,21","18,00","5,90K","-1,26%"
"16.05.2025","19,40","19,40","19,66","19,00","8,39K","0,67%"
"15.05.2025","19,27","18,94","19,04","18,30","49,27K","0,77%"
"14.05.2025","19,12","19,01","19,09","18,50","4,47K","1,97%"
"13.05.2025","18,75","17,08","18,76","17,08","19,90K","11,01%"
"12.05.2025","16,89","16,68","17,47","16,68","14,53K","17,54%"
"09.05.2025","14,37","14,56","14,72","14,26","2,13K","-0,99%"
"08.05.2025","14,51","14,53","14,76","13,99","6,17K","10,22%"
"07.05.2025","13,17","13,75","13,80","13,08","7,75K","-3,11%"
"06.05.2025","13,59","13,31","13,56","12,99","2,22K","-4,04%"
"05.05.2025","14,16","13,78","14,15","13,78","1,01K","-0,98%"
"02.05.2025","14,30","13,64","14,20","13,39","15,73K","19,91%"
"30.04.2025","11,93","12,36","12,44","10,90","18,21K","-3,23%"
"29.04.2025","12,32","12,37","12,48","11,84","5,64K","6,30%"
"28.04.2025","11,59","12,00","12,51","12,00","7,40K","-1,28%"
"25.04.2025","11,74","11,96","11,99","11,46","4,52K","7,68%"
"24.04.2025","10,91","9,80","11,39","9,80","2,09K","4,18%"
"23.04.2025","10,47","10,06","11,07","10,03","12,96K","15,52%"
"22.04.2025","9,06","8,56","9,02","8,40","1,09K","-1,77%"
"17.04.2025","9,23","9,78","9,82","9,11","3,20K","-10,23%"
"16.04.2025","10,28","9,92","10,52","9,72","5,66K","-11,76%"
"15.04.2025","11,65","10,86","11,58","10,74","7,61K","5,78%"
"14.04.2025","11,01","11,35","11,76","10,98","15,44K","14,45%"
"11.04.2025","9,62","10,12","10,22","9,37","12,29K","-1,71%"
"10.04.2025","9,79","12,27","12,30","10,45","14,95K","17,10%"
"09.04.2025","8,36","8,06","8,51","7,60","127,15K","-15,74%"
"08.04.2025","9,92","9,43","10,80","9,29","31,69K","24,63%"
"07.04.2025","7,96","6,34","8,60","6,33","46,56K","-21,38%"
"04.04.2025","10,12","12,32","12,34","9,50","5,19K","-22,92%"
"03.04.2025","13,13","14,59","14,70","12,90","8,99K","-23,87%"
"02.04.2025","17,25","16,58","17,00","15,99","1,67K","3,07%"
"01.04.2025","16,74","16,20","16,89","15,90","2,43K","10,07%"
"31.03.2025","15,21","15,33","15,33","14,75","0,65K","-8,10%"
"28.03.2025","16,55","18,60","18,60","16,90","4,21K","-14,41%"
"27.03.2025","19,33","19,30","19,62","19,00","1,31K","-3,19%"
"26.03.2025","19,97","21,32","21,40","19,89","1,02K","-5,28%"
"25.03.2025","21,08","20,91","21,32","20,91","1,52K","1,84%"
"24.03.2025","20,70","19,92","20,35","19,92","0,60K","13,00%"
"21.03.2025","18,32","18,29","18,29","17,20","0,65K","-0,72%"
"20.03.2025","18,45","19,36","19,50","18,77","0,63K","-0,47%"
"19.03.2025","18,54","18,00","18,24","18,00","0,13K","4,13%"
"18.03.2025","17,80","19,10","19,10","17,28","0,88K","-3,11%"
"17.03.2025","18,37","18,15","19,25","18,15","1,19K","0,32%"
"14.03.2025","18,32","17,60","18,46","17,60","0,22K","7,75%"
"13.03.2025","17,00","17,42","17,42","16,99","2,78K","-9,61%"
"12.03.2025","18,81","17,74","18,80","17,74","8,53K","8,86%"
"11.03.2025","17,28","18,09","18,09","16,87","0,06K","-6,26%"
"10.03.2025","18,43","20,73","20,73","18,21","1,10K","-8,58%"
"07.03.2025","20,16","21,74","21,74","20,27","5,42K","-13,29%"
"06.03.2025","23,25","22,74","23,47","22,74","0,03K","2,13%"
"05.03.2025","22,76","24,45","24,45","24,45","0,02K","0,20%"
"04.03.2025","22,72","24,63","24,63","22,50","0,73K","-15,79%"
"03.03.2025","26,98","27,64","28,42","27,64","0,03K","4,51%"
"28.02.2025","25,82","26,00","26,65","25,00","3,66K","-10,40%"
"27.02.2025","28,81","30,24","30,24","29,33","0,20K","-6,11%"
"26.02.2025","30,68","30,14","30,75","30,13","3,15K","8,27%"
"25.02.2025","28,34","30,90","30,90","28,53","3,58K","-12,87%"
"24.02.2025","32,53","33,69","34,00","31,43","1,70K","-9,30%"
"21.02.2025","35,86","37,13","37,13","37,13","0,50K","-1,42%"
"20.02.2025","36,38","37,66","37,66","37,62","1,00K","-3,88%"
"19.02.2025","37,85","37,98","37,98","37,42","1,68K","0,58%"
"18.02.2025","37,63","37,40","37,40","37,40","0,50K","-0,53%"
"17.02.2025","37,83","37,87","37,87","37,42","1,09K","2,37%"
"14.02.2025","36,95","37,12","37,12","36,71","1,15K","2,50%"
"13.02.2025","36,05","34,92","35,50","34,89","4,95K","7,10%"
"12.02.2025","33,66","32,78","34,04","32,78","1,71K","-3,61%"
"11.02.2025","34,92","34,87","35,27","34,87","0,78K","-1,30%"
"10.02.2025","35,38","35,38","35,38","35,38","","4,99%"
"07.02.2025","33,70","33,70","33,70","33,70","","-3,44%"
"06.02.2025","34,90","34,63","34,63","34,63","0,20K","4,93%"
"05.02.2025","33,26","33,26","33,26","33,26","","-1,89%"
